id;overall_category;zone_category;zone_name;name;address;Google map link;Cuisine;Category;More Filters;lat;lon
335;"Europe ";France;"Paris ";"Tawlet ";2 Rue de la Fontaine au Roi, 75011 Paris, France;https://www.google.com/maps/place/Tawlet+Paris/@48.8685708,2.3661148,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66dfa1cc22cf5:0x2d7ccf29a0ccb64b!8m2!3d48.868585!4d2.3682985;;;;"48.86858";"2.3684883"
336;"Europe ";France;"Paris ";LiLi;19 Av. Kléber, 75116 Paris, France;https://www.google.com/maps/place/LiLi/@48.8710605,2.291208,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66feeecd58c8d:0x96bb108cbffec763!8m2!3d48.8710605!4d2.293402;;;;"48.870745";"2.2933072"
337;"Europe ";France;"Paris ";"Urfa Durum ";58 Rue du Faubourg Saint-Denis, 75010 Paris, France;https://www.google.com/maps/place/Urfa+Durum/@48.8724274,2.3520777,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e13b557ed63:0xd8d1e99e6b60c2e9!8m2!3d48.8724229!4d2.354288;;;;"48.8724069";"2.3542518"
338;"Europe ";France;"Paris ";Tsukizi;2 Bis Rue des Ciseaux, 75006 Paris, France;https://www.google.com/maps/place/Tsukizi/@48.8532369,2.3317957,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671d9c6785805:0x52228b092d573ab4!8m2!3d48.8532369!4d2.3339897;;;;"48.853289";"2.334056"
339;"Europe ";France;"Paris ";La Poule au Pot;9 Rue Vauvilliers, 75001 Paris, France;https://www.google.com/maps/place/La+Poule+au+Pot/@48.861796,2.341114,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e22233962d1:0x96a7087c5e59c4ce!8m2!3d48.8617979!4d2.3432989;;;;"48.8617216";"2.3432877"
340;"Europe ";France;"Paris ";"Soces ";32 Rue de la Villette, 75019 Paris, France;https://www.google.com/maps/place/Soces/@48.8763403,2.3856441,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d778918cd1d:0x8a9bfa2a71f91aab!8m2!3d48.8763403!4d2.3878381;;;;"48.876383";"2.3877"
341;"Europe ";France;"Paris ";"Cravan ";17 Rue Jean de la Fontaine, 75016 Paris, France;https://www.google.com/maps/place/Cravan/@48.8516385,2.2716739,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67b7bf939a4cb:0xda68f984c6b30307!8m2!3d48.8516385!4d2.2738679;;;;"48.8516716";"2.2738955"
342;"Europe ";France;"Paris ";"Table ";3 R. de Prague, 75012 Paris;https://www.google.com/maps/place/Table/@48.8488016,2.3736547,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67205bc8d23a1:0xff629473046f5188!8m2!3d48.8487984!4d2.3758609;;;;"48.8487639";"2.3758751"
344;"Europe ";France;"Paris ";Café les Deux Gares;1 Rue des Deux Gares, 75010 Paris;https://www.google.com/maps/place/Caf%C3%A9+les+Deux+Gares/@48.8783302,2.3560895,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e728f3617f5:0x3d3dcdeac3922a43!8m2!3d48.8783199!4d2.3582814;;;;"48.87828775";"2.358205693"
345;"Europe ";France;"Paris ";Le Petit Célestin;12 Quai des Célestins, 75004 Paris;https://www.google.com/maps/place/Le+Petit+C%C3%A9lestin/@48.8522164,2.3591953,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671fe9f52c77b:0xb2f2b455e99e8422!8m2!3d48.8521535!4d2.3612937;;;;"48.8521177";"2.3613136"
346;"Europe ";France;"Paris ";Neso;3 Rue Papillon, 75009 Paris;https://www.google.com/maps/place/NESO/@48.8760206,2.3452793,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f31ef32ae85:0x5ae29b862d806b43!8m2!3d48.8760206!4d2.3474733;;;;"48.8761115";"2.347325"
347;"Europe ";France;"Paris ";"Butcher of Paris ";39 Rue de Bretagne, 75003 Paris, France;https://www.google.com/maps/place/THE+BUTCHER+OF+PARIS/@48.8629286,2.3599746,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f4ee64dbe71:0x23b8c9233700aa50!8m2!3d48.8629286!4d2.3621686;;;;"48.862792";"2.361977981"
348;"Europe ";France;"Paris ";"Maison ";3 Rue Saint-Hubert, 75011 Paris;https://www.google.com/maps/place/Maison/@48.8637982,2.3769722,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66db0fa3acdc1:0xdd7150d296d1d358!8m2!3d48.8637508!4d2.3792024;;;;"48.863733";"2.3792298"
349;"Europe ";France;"Paris ";"Petrelle ";34 rue Pétrelle, 75009 Paris;https://www.google.com/maps/place/Restaurant+P%C3%A9trelle/@48.8809526,2.34447,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e6a06e4854b:0xf1078c6d43971956!8m2!3d48.8809229!4d2.3466607;;;;"48.8808973";"2.3466777"
350;"Europe ";France;"Paris ";L'Abysse au Pavillon Ledoyen - Yannick Alléno;8 Av. Dutuit, 75008 Paris;https://www.google.com/maps/place/L'Abysse+au+Pavillon+Ledoyen+-+Yannick+All%C3%A9no/@48.8661406,2.314442,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f604bd5c9e7:0x699c3f21f70aefbc!8m2!3d48.8661406!4d2.316636;;;;"48.866128";"2.3163"
351;"Europe ";France;"Paris ";"Sushi B ";5 Rue Rameau, 75002 Paris;https://www.google.com/maps/place/SUSHI+B/@48.8661406,2.314442,17z/data=!4m5!3m4!1s0x47e66e3b18a79ef5:0xe0fdff76aef8cd81!8m2!3d48.8676992!4d2.337377;;;;"48.8677331";"2.3374425"
352;"Europe ";France;"Paris ";"Dumbo ";64 Rue Jean-Baptiste Pigalle, 75009 Paris;https://www.google.com/maps/place/Dumbo+Pigalle/@48.8816487,2.3324715,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fc9fd29c933:0x365cd3d66ad9aff2!8m2!3d48.881631!4d2.3369879;;;;"48.8816972";"2.3369123"
302;"Europe ";France;"Paris ";Les Enfants du Marché;Marché des Enfants Rouges, 39 Rue de Bretagne, 75003 Paris;https://www.google.com/maps/place/Les+enfants+du+march%C3%A9/@48.8629387,2.3599539,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0428083ca5:0x615a083f1436b252!8m2!3d48.8629528!4d2.362164;;;;"48.8629135";"2.3622026"
303;"Europe ";France;"Paris ";Ellsworth;34 Rue de Richelieu, 75001 Paris;https://www.google.com/maps/place/Ellsworth/@48.8655806,2.3369467,15z/data=!4m2!3m1!1s0x0:0xbe5427475fe1a887?sa=X&ved=2ahUKEwi31dyGsNX6AhX_gf0HHfj-AuIQ_BJ6BAhgEAU;;;;"48.8655957";"2.3368863"
304;"Europe ";France;"Paris ";"MoSuke ";11 Rue Raymond Losserand, 75014 Paris;https://www.google.com/maps/place/Mosuke+par+Mory+Sacko/@48.8362615,2.3224834,15z/data=!4m5!3m4!1s0x0:0xfdac37f900833d4c!8m2!3d48.836258!4d2.3224918;;;;"48.8361586";"2.322653507"
353;"Europe ";France;"Paris ";Le Ruisseau Burger Joint;" 22 Rue Rambuteau, 75003 Paris, France";https://www.google.com/maps/place/Le+Ruisseau+-+Burger+Joint/@48.8609507,2.3523584,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1c9e80bab7:0xd74ec9ee2eccc90a!8m2!3d48.8609507!4d2.3545524;;;;"48.8609425";"2.3544877"
354;"Europe ";France;"Paris ";"Clamato ";80 Rue de Charonne, 75011 Paris;https://www.google.com/maps/place/Clamato/@48.8535539,2.3786268,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6720852a2f609:0xc9fa5741464e322b!8m2!3d48.8535539!4d2.3808208;;;;"48.8536035";"2.3808315"
355;"Europe ";France;"Paris ";"Clown Bar ";114 Rue Amelot, 75011 Paris;https://www.google.com/maps/place/Le+Clown+Bar/@48.8636036,2.3650374,17z/data=!3m1!4b1!4m5!3m4!1s0x47e672007997a0fd:0x161ef10244689ce1!8m2!3d48.8636036!4d2.3672314;;;;"48.8635874";"2.3671315"
356;"Europe ";France;"Paris ";L'Arpège;84 Rue de Varenne, 75007 Paris;https://www.google.com/maps/place/Arp%C3%A8ge/@48.8557424,2.3148552,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6702a1700ea43:0xee64dc33b34d3fd9!8m2!3d48.8557502!4d2.3170521;;;;"48.8557029";"2.3171011"
357;"Europe ";France;"Paris ";"Passerini ";65 Rue Traversière, 75012 Paris;https://www.google.com/maps/place/Restaurant+Passerini/@48.8665157,2.3340766,14z/data=!4m5!3m4!1s0x47e67205caccf71b:0x597e1e3f4ce9b708!8m2!3d48.8494062!4d2.374799;;;;"48.8494462";"2.3748652"
358;"Europe ";France;"Paris ";"Le Chateaubriand ";129 Ave Parmentier, 75011 Paris;https://www.google.com/maps/place/Le+Ch%C3%A2teaubriand/@48.8693393,2.3712899,15z/data=!4m5!3m4!1s0x0:0xe34a840cf90c8b8!8m2!3d48.8693496!4d2.3713199;;;;"48.8693522";"2.3713516"
359;"Europe ";France;"Paris ";Le Verre Volé;67 Rue de Lancry, 75010 Paris;https://www.google.com/maps/place/Le+Verre+Vol%C3%A9/@48.8728531,2.3613247,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0b900be26b:0xa01bf28c0de95789!8m2!3d48.8728811!4d2.36344;;;;"48.872827";"2.3635262"
360;"Europe ";France;"Paris ";"Le Cadoret ";1 Rue Pradier, 75019 Paris;https://www.google.com/maps/place/Le+Cadoret/@48.8728531,2.3613247,17z/data=!4m5!3m4!1s0x47e66de8162d5d81:0x1a563eed8e7b936e!8m2!3d48.8748063!4d2.3810004;;;;"48.8747861";"2.3810834"
361;"Europe ";France;"Paris ";"Ama Siam ";49 Rue de Belleville, 75019 Paris;https://www.google.com/maps/place/Ama+Siam/@48.8747865,2.37886,17z/data=!4m5!3m4!1s0x47e66d15e07125bd:0xb0fe8dd05f8b771e!8m2!3d48.873149!4d2.3809292;;;;"48.8731293";"2.3809014"
362;"Europe ";France;"Paris ";Le Square Trousseau;1 Rue Antoine Vollon, 75012 Paris;https://www.google.com/maps/place/Restaurant+Le+Square+Trousseau/@48.8502844,2.3743799,17z/data=!3m1!4b1!4m5!3m4!1s0x47e673ac438d38f1:0xead31df5b1e35e5e!8m2!3d48.8502671!4d2.3765679;;;;"48.850257";"2.3765665"
363;"Europe ";France;"Paris ";"Racines ";8 Pass. des Panoramas, 75002 Paris;https://www.google.com/maps/place/Racines/@48.871234,2.3396917,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3e9e6d1977:0x684688abf5c035f1!8m2!3d48.871234!4d2.3418857;;;;"48.8712485";"2.3417667"
364;"Europe ";France;"Paris ";"Dilia la Cave ";30 Rue Etienne Dolet, 75020 Paris;https://www.google.com/maps/place/Dilia+la+Cave/@48.8678965,2.3829678,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df15bce00f9:0x9183deaee2ca80be!8m2!3d48.8679373!4d2.3851353;;;;"48.8679518";"2.3851515"
365;"Europe ";France;"Paris ";"Ici même ";68 Rue de Charenton, 75012 Paris;https://www.google.com/maps/place/Ici-m%C3%AAme/@48.8492422,2.372333,17z/data=!3m1!4b1!4m5!3m4!1s0x47e672044982d575:0x8896f27197d4dddd!8m2!3d48.8492762!4d2.374552;;;;"48.8492901";"2.3745494"
366;"Europe ";France;"Paris ";"Adar ";49 Pass. des Panoramas, 75002 Paris;https://www.google.com/maps/place/Adar+-+Restaurant/@48.8708712,2.3394853,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f908653a34b:0x85798dcae74a02db!8m2!3d48.8708712!4d2.3416793;;;;"48.8709596";"2.3416358"
367;"Europe ";France;"Paris ";"Chantoieseau ";63 Rue Lepic, 75018 Paris;https://www.google.com/maps/place/Chantoiseau/@48.8877673,2.3325319,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f28297df117:0x16bfddf2cabb802b!8m2!3d48.8877673!4d2.3347259;;;;"48.8877923";"2.3347096"
368;"Europe ";France;"Paris ";"Restaurant H ";3 Rue Jean Beausire, 75004 Paris;https://www.google.com/maps/place/Restaurant+H/@48.8545233,2.365858,17z/data=!3m1!4b1!4m5!3m4!1s0x47e672001579e543:0x6840c63de8dddf45!8m2!3d48.8545233!4d2.3680613;;;;"48.8540255";"2.3681063"
369;"Europe ";France;"Paris ";Oka;1 Rue Berthollet, 75005 Paris;https://www.google.com/maps/place/OKA/@48.8399774,2.3439262,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671ebca55da2d:0x2be0c3f1e1d876ad!8m2!3d48.8399774!4d2.3461202;;;;"48.8400547";"2.3460457"
370;"Europe ";France;"Paris ";Bistrot Paul Bert;18, rue Paul Bert, 75011 Paris;https://www.google.com/maps/place/Bistrot+Paul+Bert/@48.8522102,2.3828237,17z/data=!3m1!4b1!4m5!3m4!1s0x47e673a699dd839d:0x34b6f05d50a54bf3!8m2!3d48.8522261!4d2.3848891;;;;"48.8522292";"2.3848682"
372;"Europe ";France;"Paris ";Frenchie Pigalle;29 Rue Victor Massé, 75009 Paris;https://www.google.com/maps/place/Frenchie+Pigalle/@48.880856,2.3353145,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66ffb632cd94b:0x4925a0483bb52eb6!8m2!3d48.8808651!4d2.3374596;;;;"48.8808971";"2.3375428"
373;"Europe ";France;"Paris ";"El Nopal ";3 Rue Eugène Varlin, 75010 Paris;https://www.google.com/maps/place/El+Nopal/@48.8778722,2.3629088,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e74f023395f:0x53526ba1d1f64b7e!8m2!3d48.8778728!4d2.3651034;;;;"48.8778331";"2.3651548"
374;"Europe ";France;"Paris ";"L'Assiette ";181 Rue du Château, 75014 Paris;https://www.google.com/maps/place/L'Assiette/@48.833419,2.321875,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b44f4ece91:0xf3c65a8210f41d27!8m2!3d48.8333955!4d2.324043;;;;"48.8333579";"2.324061"
375;"Europe ";France;"Paris ";"Le Severo ";" 8 Rue des Plantes, 75014 Paris";https://www.google.com/maps/place/Severo/@48.833419,2.321875,17z/data=!4m5!3m4!1s0x47e671b40def4013:0x21d4f0a305dfc139!8m2!3d48.8319919!4d2.3245706;;;;"48.8319583";"2.3245614"
376;"Europe ";France;"Paris ";Méert;16 Rue Elzevir, 75003 Paris;https://www.google.com/maps/place/M%C3%A9ert/@48.8588176,2.3600651,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e017a9edb69:0x6abc54e5cc1d5dc7!8m2!3d48.8588579!4d2.3622928;;;;"48.8588145";"2.3621985"
377;"Europe ";France;"Paris ";Caviar Kaspia;17 Pl. de la Madeleine, 75008 Paris, France;https://www.google.com/maps/place/Caviar+Kaspia/@48.8706589,2.3216118,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3347b6d717:0x40ac9f245d2f23b!8m2!3d48.8706589!4d2.3238058;;;;"48.8706149";"2.323914"
1001;?;Australia;Sydney;Mr. Wong;3 Bridge Ln, Sydney NSW 2000, Australia;https://www.google.com/maps/place/Mr.+Wong/@-33.8640631,151.2057945,17z/data=!3m1!4b1!4m5!3m4!1s0x6b12ae418386604f:0xfebe0e5a084db460!8m2!3d-33.8640631!4d151.2079885;;;;"-33.7325888";"150.4848227"
1002;?;Australia;Sydney;Chat Thai;20 Campbell St, Haymarket NSW 2000, Australia;https://www.google.com/maps/place/Chat+Thai/@-33.8790796,151.2041365,17z/data=!3m1!4b1!4m5!3m4!1s0x6b12ae233b124dd1:0x6fc4615c32e93742!8m2!3d-33.8791276!4d151.2063248;;;;"-33.8791938";"151.2065895"
1003;?;Australia;Sydney;Sixpenny;83 Percival Rd, Stanmore NSW 2048, Australia;https://www.google.com/maps/place/Sixpenny/@-33.8925401,151.1625249,17z/data=!3m1!4b1!4m5!3m4!1s0x6b12b03de889f8e3:0x62ca2b7f737150eb!8m2!3d-33.8925349!4d151.1647162;;;;"-33.892577";"151.164906"
1004;?;Australia;Sydney;Saint Peter;" 362 Oxford St, Paddington NSW 2021, Australia";https://www.google.com/maps/place/Saint+Peter/@-33.8864597,151.2276565,17z/data=!3m1!4b1!4m5!3m4!1s0x6b12ae065a1be5f7:0xde7423a2b454d86b!8m2!3d-33.8864597!4d151.2298505;;;;"-33.886447";"151.229856"
378;"Europe ";France;"Paris ";Udon Bistro Kunitoraya;41 Rue de Richelieu, 75001, Paris;https://www.google.com/maps/place/Restaurant+Kunitoraya/@48.8706589,2.3216118,17z/data=!4m5!3m4!1s0x47e66e2535474901:0x6e28c50d8c395b5!8m2!3d48.8658336!4d2.336788;;;;"48.8658236";"2.3367941"
379;"Europe ";France;"Paris ";Chez Aline;85 Rue de la Roquette, 75011 Paris, France;https://www.google.com/maps/place/Chez+Aline/@48.8571274,2.3762138,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df78bdc973f:0x82aaa09958ee4642!8m2!3d48.8571274!4d2.3784078;;;;"48.8570802";"2.3784715"
380;"Europe ";France;"Paris ";Bang Bang;09 Rue du Liban, 75020 Paris;https://www.google.com/maps/place/BangBang+Restaurant/@48.8686468,2.3831471,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66dc2496ce599:0x694fb509a882e165!8m2!3d48.8686468!4d2.3853411;;;;"48.868688";"2.385358"
381;"Europe ";France;"Paris ";Dong Huong;14 Rue Louis Bonnet, 75011 Paris, France;https://www.google.com/maps/place/Dong+Huong+Restaurant/@48.871216,2.3747057,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66de67c954ca5:0x6f330abd510804da!8m2!3d48.8712239!4d2.3768148;;;;"48.8712296";"2.3768023"
382;"Europe ";France;"Paris ";Le Maquis;53 Rue des Cloys, 75018 Paris, France;https://www.google.com/maps/place/Le+Maquis/@48.8932088,2.3351123,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e59c41af2cd:0x3b0aec4de46aedbe!8m2!3d48.8932035!4d2.3373026;;;;"48.8932087";"2.3372854"
383;"Europe ";France;"Paris ";Chez Xu;9 Rue Volta, 75003 Paris, France;https://www.google.com/maps/place/Chez+XU+(sp%C3%A9cialit%C3%A9s+du+Wenzhou)/@48.8650223,2.3547181,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e05493d4fcd:0x3ea3b79b6c1252ba!8m2!3d48.8650171!4d2.3569343;;;;"48.86501";"2.3569482"
384;"Europe ";France;"Paris ";Siseng;82 Quai de Jemmapes, 75010 Paris, France;https://www.google.com/maps/place/Siseng/@48.8650223,2.3547181,17z/data=!4m5!3m4!1s0x47e66e0bb446ee49:0x2ec041a06c0d1c7b!8m2!3d48.8722329!4d2.3651115;;;;"48.8722429";"2.3650709"
385;"Europe ";France;"Paris ";Plénitude - Cheval Blanc Paris;La Samaritaine, 8 Quai du Louvre, 75001 Paris, France;https://www.google.com/maps/place/Pl%C3%A9nitude+-+Cheval+Blanc+Paris/@48.8588971,2.3398519,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fd6a86681d5:0x4aa4fc91d8510504!8m2!3d48.8588971!4d2.3420459;;;;"48.8588428";"2.3418987"
386;"Europe ";France;"Paris ";Miznon;"22 Rue des Ecouffes, 75004 Paris ";https://www.google.com/maps/place/Miznon+Marais/@48.8571597,2.3567874,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e025df684a3:0xecc075dfcafa5f2e!8m2!3d48.8571597!4d2.3589814;;;;"48.8571596";"2.3589213"
387;"Europe ";France;"Paris ";David Toutain;29 Rue Surcouf, 75007 Paris, France;https://www.google.com/maps/place/Restaurant+OGATA+%7C+Sabo/@48.8609789,2.3613165,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f315309157b:0x9a17b16bb2d72973!8m2!3d48.8609789!4d2.3635105;;;;"48.8602544";"2.3096611"
388;"Europe ";France;"Paris ";Ogata;16 Rue Debelleyme, 75003 Paris, France;https://www.google.com/maps/place/Restaurant+OGATA+%7C+Sabo/@48.8609789,2.3613165,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f315309157b:0x9a17b16bb2d72973!8m2!3d48.8609789!4d2.3635105;;;;"48.8609963";"2.3634707"
389;"Europe ";France;"Paris ";"Dumbo ";64 Rue Jean-Baptiste Pigalle, 75009 Paris;https://www.google.com/maps/place/Dumbo+Pigalle/@48.8816487,2.3324715,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fc9fd29c933:0x365cd3d66ad9aff2!8m2!3d48.881631!4d2.3369879;;;;"48.8816972";"2.3369123"
390;"Europe ";France;"Paris ";A Mi-Chemin;31 Rue Boulard, 75014 Paris, France;https://www.google.com/maps/place/A+Mi-Chemin/@48.8331222,2.3263053,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b6e2bb75af:0x7c701abea04bd274!8m2!3d48.8331222!4d2.3284993;;;;"48.8331735";"2.3284638"
391;"Europe ";France;"Paris ";L'Abysse au Pavillon Ledoyen - Yannick Alléno;8 Av. Dutuit, 75008 Paris;https://www.google.com/maps/place/L'Abysse+au+Pavillon+Ledoyen+-+Yannick+All%C3%A9no/@48.8661406,2.314442,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f604bd5c9e7:0x699c3f21f70aefbc!8m2!3d48.8661406!4d2.316636;;;;"48.866128";"2.3163"
392;"Europe ";France;"Paris ";"Shang Palace ";10 Av. d'Iéna, 75116 Paris, France;https://www.google.com/maps/place/Shang+Palace/@48.8661406,2.314442,17z/data=!4m5!3m4!1s0x47e66fe4393c740b:0x20a8356a5354308b!8m2!3d48.863726!4d2.2934;;;;"48.8637194";"2.2934262"
392;"Europe ";France;"Paris ";Kodawari Ramen;29 Rue Mazarine, 75006 Paris, France;https://www.google.com/maps/place/Kodawari+Ramen+(Yokoch%C5%8D)/@48.8546339,2.3359096,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671d8cee50be3:0xe73cffb0381b3105!8m2!3d48.8546392!4d2.3381301,   https://www.google.com/maps/place/Kodawari+Ramen+(Tsukiji)/@48.8643421,2.3340512,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66ff5e668ed99:0x17f9a41c53f5e4ce!8m2!3d48.8643384!4d2.3362607;;;;"48.8546421";"2.3380705"
393;"Europe ";France;"Paris ";"Kei ";5 Rue Coq Héron, 75001 Paris, France;https://www.google.com/maps/place/Restaurant+Kei/@48.8643421,2.3340512,17z/data=!4m5!3m4!1s0x47e66e2302da39a9:0x807a2aff8145c442!8m2!3d48.8643234!4d2.3421343;;;;"48.864328";"2.3421687"
394;"Europe ";France;"Paris ";Le Square Trousseau;1 Rue Antoine Vollon, 75012 Paris;https://www.google.com/maps/place/Restaurant+Le+Square+Trousseau/@48.8502844,2.3743799,17z/data=!3m1!4b1!4m5!3m4!1s0x47e673ac438d38f1:0xead31df5b1e35e5e!8m2!3d48.8502671!4d2.3765679;;;;"48.850257";"2.3765665"
395;"Europe ";France;"Paris ";Jin;6 Rue de la Sourdière, 75001 Paris, France;https://www.google.com/maps/place/JIN/@48.8653678,2.3296609,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2fc872124b:0x3dc3fc290ee0e238!8m2!3d48.865364!4d2.3318675;;;;"48.8653408";"2.3318236"
396;"Europe ";France;"Paris ";"Okuda ";18 Rue du Boccador, 75008 Paris, France;https://www.google.com/maps/place/%E5%AF%BF%E5%8F%B8%E5%A5%A5%E7%94%B0+SUSHI+OKUDA/@48.8670947,2.3002773,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fc1009472ad:0x69b30c815876f3b9!8m2!3d48.8670648!4d2.3024317;;;;"48.8670321";"2.3024051"
397;"Europe ";France;"Paris ";Abri Soba;10 Rue Saulnier, 75009 Paris, France;https://www.google.com/maps/place/Abri+Soba/@48.8750429,2.3423499,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3fbe336b97:0x4cf8061a0b10d5ce!8m2!3d48.8750429!4d2.3445439;;;;"48.8749507";"2.3444377"
398;"Europe ";France;"Paris ";"Septime ";80 Rue de Charonne, 75011 Paris, France;https://www.google.com/maps/place/Septime/@48.8535773,2.3786752,17z/data=!3m1!4b1!4m5!3m4!1s0x47e672085202a913:0x3230715dda06499!8m2!3d48.8535773!4d2.3808692;;;;"48.8536035";"2.3808315"
399;"Europe ";France;"Paris ";"Le Dauphin ";131 Ave Parmentier, 75011 Paris, France;https://www.google.com/maps/place/Le+Dauphin/@48.8694795,2.3689925,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66de3c9decb8d:0xbd89845c6dbb19e7!8m2!3d48.8694919!4d2.3712222;;;;"48.8694535";"2.3712378"
400;"Europe ";France;"Paris ";BAMBINO;25 Rue Saint-Sébastien, 75011 Paris, France;https://www.google.com/maps/place/BAMBINO,+Rue+Saint-S%C3%A9bastien,+Paris/@48.8693393,2.3690959,17z/data=!4m5!3m4!1s0x47e66d1f76934707:0xbbdda8c0fa869553!8m2!3d48.8613679!4d2.3698336;;;;"48.8613507";"2.3698338"
401;"Europe ";France;"Paris ";Le Relais Plaza;21 Av. Montaigne, 75008 Paris, France;https://www.google.com/maps/place/Le+Relais+Plaza/@48.8660505,2.3018392,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fdcc0df35ef:0x8db7ee7f934398be!8m2!3d48.8660505!4d2.3040332;;;;"48.866055";"2.3040347"
402;"Europe ";France;"Paris ";"Le Bougainville ";5 Rue de la Banque, 75002 Paris, France;https://www.google.com/maps/place/Le+Bougainville/@48.8665171,2.337889,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3cac5095d7:0xf8c2b61c424537cd!8m2!3d48.8665194!4d2.3400726;;;;"48.8665963";"2.3401302"
403;"Europe ";France;"Paris ";"Chez Georges ";273 Bd Pereire, 75017 Paris, France;https://www.google.com/maps/place/Chez+Georges/@48.877839,2.282744,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f8ca94ebaff:0x702e9e7628075c24!8m2!3d48.8778894!4d2.2849377;;;;"48.8778598";"2.2848356"
404;"Europe ";France;"Paris ";Du Pain et des Idées;34 Rue Yves Toudic, 75010 Paris, France;https://www.google.com/maps/place/Du+Pain+et+des+Id%C3%A9es/@48.8712453,2.3606964,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0bfc163805:0x3413388064195613!8m2!3d48.8712453!4d2.3628904;;;;"48.871187";"2.3628938"
405;"Europe ";France;"Paris ";Do et Riz;31 Rue de Cotte, 75012 Paris, France;https://www.google.com/maps/place/Do+et+Riz/@48.8503682,2.375987,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6720f530c02f1:0x723f4607cc6f5854!8m2!3d48.8503682!4d2.378181;;;;"48.8503482";"2.3782366"
406;"Europe ";France;"Paris ";EchizenSOBA TOGO;33 Rue Saint-Roch, 75001 Paris;https://www.google.com/maps/place/EchizenSOBA+TOGO/@48.8659303,2.3303695,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2fdd67eb8b:0xc83c403efcd1508a!8m2!3d48.8659395!4d2.3325329;;;;"48.8659399";"2.3325614"
407;"Europe ";France;"Paris ";Hôtel Regina;2 Pl. des Pyramides, 75001 Paris;https://www.google.com/maps/place/Hotel+Regina+Louvre/@48.8638654,2.3325488,15z/data=!4m2!3m1!1s0x0:0xcc97cf1ed75b3fb2?sa=X&ved=2ahUKEwiu0YvAptX6AhVCYxoKHVD0CnMQ_BJ6BAhvEAU;;;;"48.8637204";"2.3325149"
408;"Europe ";France;"Paris ";Ritz Bar;38 Rue Cambon, 75001 Paris;https://www.google.com/maps/place/Ritz+Bar/@48.8665157,2.3340766,14z/data=!4m5!3m4!1s0x47e66f513a965659:0xd2ddcd47ac12159f!8m2!3d48.8688514!4d2.3275286;;;;"48.8688552";"2.3274604"
